,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
301,19.0,1.8,0.38,0.08,1.8,7.0,8.8,39.0,37.8,68.0,2.5
302,19.0,1.8,0.45,0.1,1.5,11.0,13.0,50.0,44.3,68.0,3.4
303,18.0,1.8,0.45,0.15,1.0,15.0,16.0,53.0,41.7,75.0,3.0
304,17.0,1.8,0.46,0.15,1.0,17.0,18.0,58.0,53.4,80.0,2.8
305,17.0,1.8,0.49,0.13,0.4,16.0,16.0,51.0,48.2,81.0,2.6
306,16.0,1.8,0.52,0.16,0.3,18.0,18.0,43.0,44.3,79.0,3.5
307,16.0,1.8,0.56,0.18,0.6,25.0,26.0,35.0,40.4,81.0,3.6
308,15.0,1.8,0.49,0.2,0.5,19.0,20.0,28.0,31.3,83.0,2.5
309,15.0,1.9,0.52,0.18,0.6,21.0,22.0,30.0,28.7,84.0,2.3
310,15.0,1.9,0.49,0.2,0.3,17.0,18.0,41.0,26.1,85.0,2.1
311,14.0,1.9,0.48,0.17,0.3,14.0,14.0,51.0,31.3,84.0,2.1
312,14.0,1.9,0.48,0.18,0.4,13.0,13.0,50.0,28.7,84.0,2.0
313,14.0,1.9,0.51,0.16,0.5,18.0,18.0,45.0,27.4,84.0,2.3
314,14.0,1.9,0.53,0.17,0.5,20.0,20.0,42.0,30.0,84.0,2.2
315,14.0,1.9,0.54,0.18,0.6,20.0,20.0,42.0,36.5,84.0,2.4
316,14.0,1.9,0.56,0.17,0.7,16.0,16.0,37.0,40.4,85.0,1.9
317,14.0,1.9,0.56,0.17,1.0,17.0,18.0,41.0,43.0,86.0,1.8
318,13.0,1.9,0.58,0.18,0.7,11.0,12.0,44.0,44.3,85.0,1.8
319,14.0,1.9,0.87,0.19,3.1,16.0,19.0,53.0,43.0,84.0,3.6
320,15.0,1.9,0.87,0.16,6.7,17.0,24.0,59.0,44.3,79.0,5.1
321,16.0,1.8,0.64,0.13,5.5,13.0,18.0,54.0,48.2,74.0,3.3
322,18.0,1.8,0.63,0.15,6.3,16.0,22.0,64.8,55.35,70.0,3.1
323,19.0,1.92,0.64,0.19,3.9,15.1,19.1,51.0,58.6,70.0,3.46
324,19.0,1.8,0.6,0.21,3.7,17.0,21.0,50.0,53.4,71.0,2.6
325,20.0,1.7,0.62,0.23,7.3,20.0,27.0,56.0,46.9,68.0,2.7
326,20.0,1.7,0.58,0.17,7.1,13.0,20.0,60.0,43.0,67.0,2.5
327,20.0,1.7,0.6,0.19,5.9,19.0,25.0,69.0,57.3,69.0,4.5
328,19.0,1.7,0.63,0.2,6.1,23.0,29.0,85.0,76.8,70.0,4.6
329,18.0,1.7,0.7,0.23,0.3,17.0,17.0,106.0,95.0,74.0,4.0
330,17.0,1.8,0.68,0.22,0.3,16.0,16.0,107.0,96.3,78.0,2.9
331,17.0,1.8,0.71,0.24,0.4,17.0,17.0,106.0,100.2,79.0,3.0
332,16.0,1.8,0.78,0.31,0.5,22.0,22.0,101.0,100.2,81.0,3.9
333,16.0,1.8,0.82,0.28,1.0,27.0,28.0,105.0,97.6,82.0,3.7
334,16.0,1.9,0.79,0.29,1.2,29.0,30.0,103.0,93.7,82.0,3.4
335,16.0,1.9,0.76,0.3,1.5,29.0,30.0,96.0,85.9,83.0,3.4
336,15.0,1.9,0.78,0.35,4.6,32.0,37.0,87.0,95.0,83.0,3.8
337,15.0,2.0,0.75,0.38,7.0,32.0,39.0,86.0,89.8,84.0,3.4
338,15.0,2.0,0.74,0.31,4.2,27.0,31.0,82.0,93.7,83.0,3.7
339,15.0,2.0,0.79,0.29,3.5,27.0,31.0,74.0,89.8,83.0,3.7
340,15.0,2.0,0.76,0.29,6.1,28.0,34.0,68.0,89.8,84.0,4.1
341,16.0,2.0,0.8,0.34,9.4,27.0,37.0,65.0,83.3,85.0,4.3
342,16.0,2.1,0.82,0.36,15.0,26.0,41.0,73.0,76.8,85.0,3.7
343,16.0,2.0,1.0,0.33,12.0,24.0,36.0,77.0,79.4,86.0,4.0
344,16.0,2.0,0.97,0.31,21.0,25.0,46.0,73.0,72.9,86.0,3.8
345,16.0,2.0,0.81,0.37,16.0,23.0,39.0,70.0,79.4,86.0,3.8
346,17.0,1.9,0.69,0.29,9.7,21.0,30.0,70.0,71.6,85.0,3.2
347,17.0,1.9,0.71,0.29,14.0,23.0,37.0,71.0,72.9,85.0,3.3
348,17.0,1.9,0.76,0.3,18.0,27.0,44.0,62.0,67.7,86.0,3.8
349,17.0,1.9,0.65,0.23,9.0,26.0,35.0,65.0,70.3,87.0,2.9
350,17.0,1.9,0.66,0.24,7.5,27.0,35.0,68.0,85.9,87.0,2.6
351,17.0,1.9,0.7,0.28,8.3,31.0,40.0,76.0,72.9,87.0,2.7
352,17.0,1.9,0.67,0.27,5.5,32.0,37.0,62.0,88.5,88.0,2.6
353,17.0,1.8,0.73,0.24,4.3,35.0,39.0,63.0,65.1,88.0,2.4
354,17.0,1.8,0.72,0.24,2.7,33.0,36.0,53.0,75.5,88.0,2.5
355,17.0,1.8,0.65,0.26,2.0,35.0,37.0,59.0,59.9,88.0,2.6
356,16.0,1.8,0.65,0.28,3.1,36.0,39.0,53.0,65.1,87.0,2.9
357,16.0,1.8,0.64,0.31,3.9,35.0,39.0,61.0,58.6,87.0,2.9
358,16.0,1.9,0.63,0.33,6.2,34.0,41.0,60.0,61.2,89.0,2.7
359,16.0,1.9,0.54,0.29,1.1,24.0,25.0,60.0,57.3,87.0,2.2
360,16.0,1.9,0.52,0.22,1.1,25.0,26.0,52.0,56.0,87.0,1.7
361,16.0,1.9,0.57,0.23,3.7,28.0,32.0,51.0,58.6,88.0,2.8
362,16.0,2.0,0.64,0.32,8.0,30.0,38.0,47.0,59.9,89.0,4.8
363,16.0,2.0,0.6,0.32,5.7,28.0,34.0,57.0,65.1,89.0,4.0
364,16.0,2.0,0.61,0.26,1.8,24.0,26.0,61.0,67.7,90.0,2.5
365,16.0,1.9,0.66,0.21,1.2,22.0,24.0,78.0,62.5,89.0,3.1
366,16.0,1.9,0.67,0.21,1.9,23.0,25.0,78.0,82.0,89.0,2.9
367,16.0,1.9,0.68,0.29,8.0,21.0,29.0,86.0,70.3,88.0,2.9
368,17.0,1.9,0.69,0.3,8.3,16.0,24.0,76.0,80.7,85.0,3.6
369,18.0,1.9,0.61,0.21,9.9,16.0,26.0,76.0,59.9,80.0,3.5
370,20.0,1.8,0.52,0.18,6.7,15.0,22.0,66.0,58.6,73.0,2.9
371,22.0,1.8,0.49,0.18,6.5,16.0,23.0,62.0,59.9,68.0,2.7
372,23.0,1.8,0.4,0.11,1.6,8.7,10.0,53.0,53.4,65.0,2.4
373,24.0,1.7,0.36,0.08,0.7,7.4,8.1,47.0,48.2,62.0,2.1
374,24.0,1.7,0.38,0.09,0.4,7.2,7.5,38.0,33.9,61.0,2.6
375,23.0,1.7,0.39,0.09,0.5,9.0,9.5,45.0,33.9,70.0,3.1
376,22.0,1.7,0.42,0.12,0.6,10.0,11.0,50.0,40.4,74.0,3.4
377,21.0,1.8,0.46,0.14,0.2,14.0,15.0,60.0,33.9,79.0,3.5
378,20.0,1.8,0.49,0.17,0.1,17.0,17.0,64.0,41.7,82.0,3.7
379,20.0,1.8,0.58,0.18,0.3,21.0,21.0,66.0,45.6,83.0,2.9
380,20.0,1.9,0.58,0.17,0.3,20.0,20.0,68.0,57.3,83.0,2.3
381,19.0,1.9,0.5,0.14,0.5,15.0,16.0,59.0,46.9,85.0,2.0
382,19.0,1.9,0.46,0.1,0.4,14.0,14.0,56.0,45.6,86.0,2.4
383,19.0,2.0,0.47,0.11,0.7,17.0,17.0,53.0,37.8,87.0,2.9
384,19.0,2.0,0.5,0.15,0.6,19.0,19.0,53.0,46.9,88.0,3.1
385,19.0,2.0,0.5,0.14,0.6,17.0,18.0,47.0,39.1,89.0,2.6
386,19.0,2.1,0.47,0.13,0.7,17.0,18.0,47.0,39.1,91.0,2.0
387,18.0,2.0,0.42,0.1,0.7,13.0,13.0,41.0,28.7,91.0,2.1
388,19.0,2.1,0.54,0.15,0.7,18.0,18.0,48.0,27.4,91.0,2.3
389,19.0,2.1,0.62,0.21,1.9,22.0,24.0,63.0,41.7,92.0,2.6
390,19.0,2.1,0.62,0.19,2.5,20.0,23.0,70.0,44.3,92.0,1.9
391,19.0,2.1,0.64,0.19,6.1,17.0,23.0,73.0,48.2,92.0,2.0
392,20.0,2.1,0.58,0.16,5.6,14.0,19.0,57.0,44.3,92.0,1.8
393,20.0,2.0,0.53,0.14,2.9,12.0,15.0,54.0,46.9,91.0,1.7
394,20.0,2.0,0.51,0.14,3.6,13.0,17.0,57.0,65.1,90.0,1.8
395,20.0,1.9,0.54,0.13,3.8,13.0,17.0,62.0,71.6,88.0,1.8
396,20.0,1.8,0.65,0.13,4.4,15.0,20.0,64.0,91.1,87.0,1.9
397,20.0,1.8,0.52,0.11,2.2,16.0,18.0,51.0,62.5,88.0,1.7
398,20.0,1.7,0.39,0.08,2.3,11.0,13.0,36.0,50.8,87.0,1.7
399,20.0,1.7,0.41,0.1,0.9,11.0,12.0,22.0,14.4,87.0,1.7
400,20.0,1.7,0.42,0.11,1.0,13.0,14.0,18.0,18.3,87.0,1.5
401,20.0,1.7,0.34,0.08,0.3,10.0,11.0,12.0,10.5,88.0,1.3
402,19.0,1.7,0.28,0.06,0.3,8.7,9.0,15.0,15.7,89.0,1.4
403,19.0,1.7,0.36,0.08,0.1,12.0,12.0,16.0,7.9,89.0,1.4
404,19.0,1.7,0.4,0.1,1.0,17.0,18.0,18.0,7.9,90.0,1.5
405,19.0,1.8,0.43,0.12,1.1,21.0,22.0,21.0,5.3,90.0,1.5
406,19.0,1.7,0.31,0.07,0.2,8.1,8.4,21.0,9.2,87.0,1.7
407,18.0,1.7,0.29,0.05,0.3,4.6,4.8,19.0,9.2,87.0,1.5
408,18.0,1.7,0.29,0.04,0.1,4.1,4.2,20.0,9.2,86.0,1.5
409,17.0,1.7,0.43,0.04,0.2,6.0,6.2,19.0,13.1,85.0,2.6
410,16.0,1.8,0.55,0.08,0.2,8.5,8.8,17.0,15.7,83.0,2.8
411,15.0,1.9,0.54,0.1,0.8,7.2,8.0,9.0,10.5,81.0,1.9
412,15.0,1.9,0.52,0.11,0.6,7.2,7.8,1.0,11.8,83.0,1.5
413,14.0,1.9,0.54,0.13,1.0,8.9,9.9,10.0,7.9,82.0,1.5
414,14.0,1.9,0.58,0.13,1.1,10.0,11.0,11.0,17.0,81.0,1.4
415,15.0,1.9,0.65,0.18,2.1,11.0,13.0,11.0,15.7,78.0,1.4
416,15.0,1.9,0.63,0.27,3.5,12.0,16.0,10.0,23.5,76.0,1.6
417,17.0,1.9,0.58,0.15,5.6,10.0,16.0,18.0,18.3,70.0,1.6
418,18.0,1.9,0.57,0.15,3.8,8.4,12.0,26.0,22.2,67.0,1.8
419,19.0,1.95,0.57,0.12,3.7,11.0,14.0,32.0,24.8,61.0,1.6
420,20.0,1.8,0.57,0.11,2.3,8.4,11.0,35.0,23.5,59.0,2.3
421,21.0,1.8,0.6,0.11,4.0,12.0,16.0,45.0,33.9,59.0,3.9
422,20.0,1.8,0.5,0.1,2.1,7.3,9.4,59.0,43.0,61.0,2.8
423,20.0,1.8,0.46,0.12,2.5,9.8,12.0,67.0,48.2,63.0,2.3
424,19.0,1.8,0.46,0.14,1.1,8.4,9.5,74.0,52.1,65.0,2.1
425,18.0,1.8,0.57,0.18,0.7,14.0,14.0,77.0,53.4,69.0,2.4
426,18.0,1.8,0.59,0.19,0.8,16.0,17.0,86.0,69.0,72.0,2.4
427,17.0,1.8,0.52,0.15,0.8,14.0,15.0,98.0,80.7,75.0,2.5
428,16.0,1.8,0.54,0.19,0.8,15.0,16.0,100.0,88.5,76.0,3.4
429,16.0,1.9,0.56,0.19,1.1,16.0,17.0,99.0,93.7,77.0,3.8
430,16.0,1.9,0.61,0.22,1.0,24.0,25.0,102.0,93.7,78.0,3.6
431,16.0,1.9,0.55,0.26,0.9,22.0,23.0,103.0,100.2,79.0,2.9
432,15.0,1.9,0.54,0.25,1.1,22.0,23.0,100.0,93.7,79.0,1.9
433,15.0,2.0,0.52,0.25,1.3,29.0,30.0,88.0,84.6,79.0,3.0
434,15.0,2.0,0.47,0.22,1.2,23.0,24.0,73.0,72.9,80.0,2.5
435,15.0,2.0,0.44,0.19,-0.1,15.0,15.0,71.0,72.9,80.0,2.4
436,15.0,2.0,0.49,0.28,0.3,20.0,20.0,67.0,75.5,79.0,2.9
437,15.0,2.0,0.53,0.19,0.2,16.0,16.0,80.0,76.8,80.0,3.3
438,15.0,2.0,0.69,0.22,3.2,25.0,28.0,81.0,79.4,80.0,5.1
439,15.0,2.0,0.83,0.28,14.0,27.0,41.0,79.0,83.3,80.0,4.3
440,16.0,1.9,0.68,0.4,7.8,24.0,31.0,74.0,80.7,75.0,5.4
441,17.0,1.8,0.67,0.24,6.6,23.0,29.0,82.0,84.6,72.0,6.1
442,18.0,1.9,0.67,0.21,6.1,20.0,26.0,92.0,82.0,70.0,5.7
443,20.0,1.8,0.64,0.19,4.7,18.0,22.0,99.0,75.5,67.0,5.1
444,21.0,1.8,0.56,0.13,1.5,11.0,13.0,83.0,72.9,66.0,3.8
445,21.0,1.8,0.58,0.11,1.9,13.0,15.0,92.0,75.5,65.0,4.5
446,21.0,1.8,0.56,0.13,1.8,13.0,14.0,100.0,85.9,64.0,3.5
447,21.0,1.8,0.55,0.15,0.7,12.0,13.0,107.0,83.3,64.0,2.8
448,20.0,1.8,0.6,0.16,0.5,14.0,15.0,96.0,83.3,67.0,2.9
449,19.0,1.8,0.76,0.26,0.4,24.0,25.0,94.0,88.5,72.0,4.6
450,18.0,1.9,0.78,0.25,0.0,24.0,24.0,119.0,104.1,77.0,4.0
451,17.0,1.9,0.75,0.2,0.1,21.0,21.0,132.0,102.8,78.0,4.2
452,16.0,1.9,0.77,0.24,0.2,24.0,24.0,141.0,101.5,80.0,4.8
453,16.0,1.9,0.77,0.23,0.3,26.0,26.0,133.0,101.5,81.0,5.6
454,16.0,1.9,0.79,0.2,0.8,31.0,32.0,113.0,93.7,81.0,7.1
455,15.0,1.9,0.88,0.21,2.6,34.0,37.0,90.0,83.3,81.0,7.5
456,15.0,1.9,0.87,0.18,1.0,30.0,31.0,68.0,67.7,81.0,8.3
457,15.0,1.9,0.74,0.17,0.5,24.0,24.0,64.0,65.1,81.0,4.1
458,14.0,1.9,0.66,0.18,0.3,21.0,21.0,59.0,56.0,81.0,3.8
459,15.0,1.9,0.63,0.16,0.4,16.0,17.0,57.0,54.7,80.0,3.5
460,15.0,1.9,0.55,0.16,0.2,19.0,19.0,51.0,48.2,81.0,2.9
461,15.0,1.9,0.51,0.17,0.2,15.0,15.0,48.0,52.1,81.0,2.8
462,14.0,1.9,0.53,0.14,0.8,18.0,19.0,44.0,43.0,82.0,3.1
463,15.0,1.9,0.63,0.19,2.6,21.0,23.0,49.0,43.0,82.0,3.1
464,15.0,1.8,0.58,0.15,2.7,16.0,18.0,49.0,31.3,79.0,3.1
465,16.0,1.8,0.54,0.16,4.8,16.0,21.0,55.0,28.7,76.0,3.2
466,18.0,1.8,0.56,0.17,6.5,17.0,24.0,55.0,39.1,72.0,3.2
467,20.0,1.8,0.57,0.16,4.6,18.0,23.0,56.0,56.0,68.0,3.3
468,20.0,1.8,0.5,0.11,2.7,12.0,14.0,55.0,56.0,66.0,3.3
469,22.0,1.8,0.56,0.11,4.3,17.0,21.0,60.0,57.3,63.0,5.8
470,22.0,1.8,0.49,0.12,2.8,16.0,19.0,69.0,46.9,63.0,5.6
471,22.0,1.8,0.59,0.15,3.9,24.0,28.0,75.0,57.3,64.0,6.8
472,21.0,1.8,0.52,0.19,1.4,22.0,24.0,80.0,53.4,68.0,5.2
473,20.0,1.8,0.54,0.24,0.4,23.0,23.0,82.0,59.9,74.0,4.0
474,19.0,1.7,0.44,0.16,0.1,18.0,18.0,82.0,53.4,78.0,3.1
475,18.0,1.7,0.37,0.12,0.1,13.0,13.0,75.0,45.6,78.0,2.7
476,18.0,1.8,0.38,0.12,0.2,17.0,17.0,65.0,32.6,79.0,2.9
477,18.0,1.8,0.42,0.18,0.1,22.0,22.0,59.0,30.0,81.0,3.1
478,18.0,1.8,0.41,0.13,0.5,22.0,23.0,49.0,23.5,82.0,3.4
479,18.0,1.9,0.42,0.16,0.4,24.0,24.0,53.0,19.6,82.0,3.9
480,18.0,1.9,0.45,0.23,0.7,28.0,29.0,48.0,28.7,83.0,3.7
481,18.0,1.9,0.5,0.24,1.4,30.0,31.0,55.0,28.7,83.0,3.5
482,18.0,1.9,0.54,0.29,3.3,30.0,34.0,45.0,31.3,84.0,3.4
483,17.0,1.9,0.54,0.24,11.0,29.0,40.0,47.0,31.3,84.0,3.7
484,17.0,2.0,0.49,0.28,9.5,27.0,37.0,49.0,36.5,85.0,3.1
485,17.0,1.9,0.43,0.23,2.3,21.0,24.0,53.0,40.4,84.0,2.8
486,18.0,1.9,0.52,0.25,4.9,26.0,31.0,57.0,33.9,83.0,3.8
487,18.0,1.9,0.67,0.29,22.0,27.0,49.0,52.0,39.1,83.0,5.9
488,18.0,1.9,0.68,0.32,25.0,27.0,52.0,56.0,50.8,82.0,5.0
489,19.0,1.8,0.5,0.23,9.2,19.0,28.0,54.0,56.0,84.0,3.7
490,19.0,1.8,0.46,0.18,8.0,17.0,25.0,57.0,59.9,82.0,2.0
491,20.0,1.7,0.36,0.11,3.3,11.0,14.0,51.0,61.2,80.0,1.3
492,21.0,1.7,0.35,0.1,3.6,11.0,15.0,50.0,57.3,76.0,1.7
493,22.0,1.7,0.38,0.12,3.3,13.0,16.0,48.0,53.4,72.0,2.0
494,23.0,1.7,0.38,0.14,3.2,16.0,19.0,54.0,57.3,70.0,2.0
495,23.0,1.8,0.43,0.17,2.8,20.0,23.0,68.0,65.1,71.0,2.4
496,23.0,1.8,0.42,0.16,1.5,16.0,18.0,74.0,67.7,73.0,2.0
497,22.0,1.8,0.48,0.22,0.5,19.0,20.0,82.0,61.2,77.0,1.8
498,20.0,1.8,0.43,0.14,0.5,18.0,19.0,71.0,54.7,80.0,2.4
499,19.0,1.7,0.32,0.09,0.5,13.0,14.0,63.0,50.8,82.0,2.6
500,18.0,1.7,0.26,0.06,0.3,8.7,9.0,47.0,30.0,83.0,2.2
501,18.0,1.7,0.4,0.1,0.7,18.0,18.0,40.0,28.7,83.0,3.6
502,18.0,1.7,0.36,0.09,1.0,17.0,18.0,43.0,27.4,82.0,2.8
503,17.0,1.7,0.22,0.08,0.4,10.0,11.0,36.0,26.1,82.0,1.2
504,17.0,1.7,0.22,0.08,0.3,7.2,7.5,28.0,24.8,82.0,1.2
505,16.0,1.8,0.22,0.09,0.4,10.0,10.0,14.0,24.8,83.0,1.6
506,16.0,1.8,0.37,0.08,0.4,10.0,10.0,22.0,32.6,84.0,3.1
507,16.0,1.8,0.36,0.08,0.6,16.0,16.0,25.0,39.1,85.0,4.5
508,16.0,1.8,0.38,0.08,0.8,18.0,19.0,30.0,31.3,85.0,4.3
509,16.0,1.8,0.33,0.12,0.8,17.0,18.0,33.0,32.6,86.0,3.4
510,16.0,1.8,0.32,0.14,1.7,16.0,18.0,45.0,28.7,87.0,2.4
511,16.0,1.8,0.36,0.15,2.2,16.0,18.0,53.0,36.5,85.0,2.2
512,17.0,1.8,0.34,0.14,3.1,14.0,17.0,47.0,27.4,81.0,2.6
513,18.0,1.8,0.3,0.12,4.6,15.0,19.0,41.0,19.6,78.0,2.9
514,19.0,1.8,0.35,0.14,7.5,16.0,23.0,40.0,18.3,76.0,3.1
515,21.0,1.8,0.36,0.15,9.6,16.0,25.0,48.0,33.9,73.0,3.7
516,22.0,1.8,0.43,0.2,7.4,20.0,27.0,56.0,40.4,71.0,5.9
517,24.0,1.8,0.42,0.16,3.6,15.0,19.0,65.0,50.8,68.0,4.4
518,23.0,1.7,0.32,0.09,1.3,9.2,11.0,61.0,41.7,69.0,2.1
519,21.0,1.7,0.32,0.1,1.8,13.0,15.0,70.0,39.1,73.0,3.3
520,21.0,1.7,0.39,0.19,1.5,15.0,16.0,70.0,33.9,73.0,3.5
521,21.0,1.8,0.46,0.22,0.8,23.0,24.0,83.0,44.3,75.0,3.5
522,20.0,1.8,0.43,0.19,0.6,22.0,23.0,76.0,48.2,77.0,2.9
523,19.0,1.7,0.3,0.11,0.5,13.0,14.0,63.0,39.1,80.0,2.0
524,18.0,1.8,0.27,0.11,0.2,10.0,11.0,45.0,24.8,88.0,1.4
525,18.0,1.7,0.3,0.08,0.5,10.0,11.0,26.0,19.6,89.0,1.1
526,17.0,1.8,0.36,0.12,0.5,16.0,16.0,24.0,18.3,87.0,1.1
527,17.0,1.8,0.31,0.08,0.3,11.0,11.0,21.0,14.4,87.0,1.1
528,17.0,1.7,0.3,0.05,0.2,7.4,7.6,27.0,14.4,86.0,1.3
529,16.0,1.7,0.24,0.02,0.2,4.8,5.0,24.0,10.5,87.0,1.0
530,16.0,1.7,0.2,0.02,0.5,3.6,4.1,23.0,14.4,85.0,1.0
531,16.0,1.7,0.16,0.02,0.4,4.8,5.2,12.0,5.3,83.0,0.9
532,15.0,1.7,0.21,0.04,0.3,3.7,3.9,6.0,7.9,82.0,1.0
533,14.0,1.7,0.22,0.04,0.4,4.1,4.5,4.0,5.3,81.0,1.0
534,14.0,1.7,0.26,0.04,0.4,5.0,5.3,13.0,5.3,81.0,1.0
535,14.0,1.8,0.33,0.06,0.7,5.7,6.4,13.0,5.3,79.0,1.1
536,13.0,1.8,0.45,0.07,1.2,9.1,10.0,21.0,5.3,79.0,1.7
537,13.0,1.8,0.41,0.07,2.3,8.5,11.0,18.0,7.9,82.0,1.3
538,13.0,1.8,0.42,0.08,2.1,9.0,11.0,18.0,5.3,82.0,1.1
539,13.0,1.7,0.39,0.08,2.6,9.0,12.0,11.0,9.2,79.0,1.2
540,13.0,1.7,0.32,0.07,1.9,8.2,10.0,11.0,7.9,77.0,1.3
541,13.0,1.7,0.32,0.06,1.3,6.9,8.2,20.0,9.2,77.0,0.9
542,13.0,1.7,0.35,0.06,1.3,7.2,8.5,28.0,9.2,76.0,1.1
543,12.0,1.8,0.4,0.07,1.0,7.5,8.5,26.0,17.0,76.0,1.3
544,12.0,1.8,0.44,0.08,0.9,8.3,9.2,18.0,15.7,75.0,1.3
545,12.0,1.8,0.5,0.09,0.7,9.3,10.0,17.0,26.1,74.0,1.7
546,11.0,1.8,0.54,0.09,0.5,8.4,8.9,27.0,27.4,73.0,2.3
547,11.0,1.8,0.54,0.08,0.6,7.5,8.0,45.0,53.4,75.0,2.2
548,10.0,1.8,0.55,0.08,0.5,7.8,8.3,51.0,58.6,77.0,2.1
549,10.0,1.8,0.54,0.08,0.6,7.6,8.1,56.0,58.6,74.0,2.4
550,11.0,1.8,0.55,0.08,0.5,7.2,7.7,46.0,65.1,73.0,2.4
551,11.0,1.8,0.53,0.08,0.3,6.8,7.1,43.0,58.6,70.0,2.4
552,10.0,1.8,0.5,0.08,0.4,6.2,6.5,42.0,54.7,67.0,2.1
553,9.6,1.8,0.44,0.06,0.3,4.0,4.2,49.0,46.9,68.0,1.7
554,8.9,1.8,0.41,0.06,0.4,3.5,3.9,53.0,45.6,71.0,1.8
555,8.2,1.7,0.36,0.05,0.5,1.9,2.4,53.0,33.9,70.0,1.8
556,7.5,1.7,0.34,0.05,0.4,2.3,2.7,43.0,37.8,74.0,1.5
557,7.1,1.7,0.32,0.06,0.5,2.1,2.6,38.0,32.6,75.0,1.3
558,6.7,1.7,0.34,0.06,0.4,2.2,2.6,32.0,43.0,76.0,1.5
559,6.7,1.7,0.36,0.06,0.4,3.3,3.7,35.0,33.9,77.0,1.5
560,6.9,1.7,0.37,0.07,0.6,4.9,5.5,36.0,27.4,77.0,1.3
561,6.9,1.7,0.37,0.07,0.8,5.8,6.6,35.0,24.8,80.0,1.2
562,7.3,1.7,0.34,0.07,0.8,4.7,5.5,35.0,27.4,75.0,1.5
563,7.4,1.7,0.36,0.07,1.3,7.1,8.4,33.0,27.4,70.0,2.3
564,7.4,1.7,0.33,0.06,1.6,8.0,9.6,33.0,18.3,65.0,3.0
565,7.3,1.7,0.29,0.06,1.2,5.7,6.9,32.0,23.5,63.0,2.5
566,7.2,1.7,0.27,0.06,1.1,4.5,5.6,38.0,15.7,60.0,2.0
567,7.3,1.7,0.27,0.06,0.9,4.2,5.2,40.0,19.6,57.0,1.9
568,7.1,1.7,0.29,0.06,0.8,5.8,6.6,47.0,13.1,60.0,2.2
569,6.8,1.7,0.29,0.07,0.5,6.5,7.0,41.0,26.1,58.0,2.2
570,6.9,1.7,0.27,0.06,0.5,6.0,6.4,47.0,24.8,57.0,1.7
571,6.7,1.7,0.27,0.06,0.4,6.3,6.7,43.0,27.4,57.0,1.5
572,6.8,1.7,0.26,0.06,0.5,6.1,6.6,47.0,23.5,52.0,1.8
573,6.9,1.7,0.25,0.05,0.6,4.8,5.4,41.0,19.6,51.0,1.7
574,6.9,1.7,0.24,0.05,0.3,3.5,3.8,39.0,22.2,51.0,1.8
575,6.9,1.7,0.23,0.05,0.4,2.6,3.0,37.0,19.6,51.0,1.8
576,7.0,1.7,0.24,0.05,0.4,3.1,3.5,44.0,19.6,54.0,1.8
577,7.1,1.7,0.22,0.04,0.6,2.4,3.0,46.0,19.6,55.0,2.4
578,7.1,1.7,0.22,0.05,0.3,2.2,2.5,47.0,24.8,56.0,2.4
579,7.2,1.7,0.2,0.05,0.5,2.3,2.7,46.0,28.7,56.0,2.3
580,7.2,1.7,0.21,0.05,0.4,2.9,3.3,53.0,18.3,57.0,2.4
581,7.0,1.7,0.22,0.05,0.4,3.9,4.2,50.0,27.4,58.0,2.6
582,6.7,1.7,0.23,0.06,0.5,4.8,5.3,47.0,26.1,59.0,2.3
583,6.6,1.7,0.28,0.08,0.6,7.5,8.1,37.0,31.3,59.0,2.3
584,6.8,1.7,0.3,0.08,2.5,10.48,12.87,40.0,23.5,58.0,2.5
585,7.3,1.7,0.28,0.09,3.18,9.57,12.76,38.0,24.8,57.0,2.5
586,9.3,1.7,0.29,0.1,3.2,9.3,13.0,41.0,23.5,53.0,2.4
587,11.0,1.7,0.31,0.1,3.3,9.2,13.0,44.0,15.7,51.0,2.5
588,12.0,1.7,0.32,0.09,2.8,9.4,12.0,49.0,14.4,52.0,2.8
589,13.0,1.7,0.31,0.08,2.5,9.6,12.0,60.0,13.1,50.0,2.9
590,14.0,1.7,0.31,0.1,1.9,10.0,12.0,66.0,27.4,51.0,2.9
591,14.0,1.7,0.32,0.12,1.3,8.9,10.0,61.89,38.45,52.0,2.6
592,14.0,1.7,0.37,0.16,2.38,15.65,18.1,47.0,30.0,55.0,3.21
593,13.0,1.7,0.36,0.13,1.9,19.45,21.65,53.0,30.0,60.0,3.1
594,12.0,1.8,0.44,0.19,0.1,20.0,21.0,58.0,50.8,63.0,3.6
595,12.0,1.8,0.46,0.17,0.3,25.0,26.0,79.0,46.9,64.0,5.6
596,11.0,1.8,0.47,0.17,0.3,25.0,26.0,79.0,57.3,65.0,4.2
597,11.0,1.8,0.4,0.16,0.2,19.0,19.0,68.0,52.1,67.0,3.2
598,10.0,1.8,0.36,0.16,0.0,16.0,16.0,65.0,48.2,70.0,2.9
599,10.0,1.8,0.36,0.14,0.2,19.0,19.0,50.0,39.1,71.0,2.9
600,9.7,1.8,0.37,0.14,0.1,17.0,17.0,53.0,36.5,73.0,2.9
601,9.5,1.8,0.4,0.15,0.1,20.0,21.0,47.0,37.8,74.0,2.4
602,9.1,1.8,0.41,0.17,0.1,22.0,22.0,54.0,39.1,76.0,2.2
603,8.9,1.8,0.41,0.22,0.9,20.0,21.0,47.0,43.0,77.0,2.2
